Run Date: 10-apr-2014 
Semester: Fall 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
03115	Phage Genomics Research	6.0	A	TR	01:30PM	04:20PM	DH 2303	Pittsburgh, Pennsylvania	Jarvik
 	 	 	W	TBA			TBA	Doha, Qatar	Instructor TBA
03121	Modern Biology	9.0	A	MWF	01:30PM	02:20PM	DH 2210	Pittsburgh, Pennsylvania	Brasier
 	 	 	B	MWF	01:30PM	02:20PM	WEH 5409	Pittsburgh, Pennsylvania	Minden
 	 	 	W	UTR	03:00PM	03:50PM	TBA	Doha, Qatar	Finkel
03124	Modern Biology Laboratory	9.0	Lec	W	12:30PM	01:20PM	DH 2105	Pittsburgh, Pennsylvania	Visomirski-Robic
 	 	 	A	W	06:30PM	09:20PM	DH 2303	Pittsburgh, Pennsylvania	Visomirski-Robic
 	 	 	B	W	01:30PM	04:20PM	DH 2303	Pittsburgh, Pennsylvania	Visomirski-Robic
03125	Evolution	9.0	A	TR	09:00AM	10:20AM	DH 1117	Pittsburgh, Pennsylvania	Hinman
03132	Basic Science to Modern Medicine	9.0	A	TR	09:00AM	10:20AM	WEH 5202	Pittsburgh, Pennsylvania	McCartney
03201	Undergraduate Colloquium for Sophomores	1-3	A	R	09:30AM	10:20AM	DH A302	Pittsburgh, Pennsylvania	Braun
 	 	 	W	M	10:30AM	11:20AM	TBA	Doha, Qatar	Hovis
03206	Biomedical Engineering Laboratory	9.0	A	MW	01:30PM	02:50PM	EDS 125	Pittsburgh, Pennsylvania	Zapanta
 	 	 	B	TR	01:30PM	02:50PM	EDS 125	Pittsburgh, Pennsylvania	Zapanta
03210	Independent Study	1-12	A1	TBA			TBA	Pittsburgh, Pennsylvania	Braun
 	 	 	A2	TBA			TBA	Pittsburgh, Pennsylvania	Braun
03231	Biochemistry I	9.0	A	MWF	10:30AM	11:20AM	DH 1212	Pittsburgh, Pennsylvania	Hackney, Lee
03232	Biochemistry I	9.0	W	W	01:30PM	02:20PM	CMB 2049	Doha, Qatar	Rule
 	 	 	 	UTR	04:30PM	05:20PM	TBA	Doha, Qatar
03260	Neurobiology of Disease	9.0	A	TR	10:30AM	11:50AM	MM A14	Pittsburgh, Pennsylvania	Gittis
03301	Undergraduate Colloquium for Juniors	1-3	A	R	09:30AM	10:20AM	DH A302	Pittsburgh, Pennsylvania	Braun
03326	Evolution of Regulatory Genomics	4.5	A	TR	03:00PM	04:20PM	DH 1117	Pittsburgh, Pennsylvania	Hinman
03330	Genetics	9.0	W	UTR	10:30AM	11:20AM	TBA	Doha, Qatar	Finkel
 	 	 	Lec	MWF	10:30AM	11:20AM	DH 2302	Pittsburgh, Pennsylvania	Lopez, Mitchell
 	 	 	A	M	06:30PM	07:20PM	WEH 5403	Pittsburgh, Pennsylvania	Lopez, Mitchell
03342	Introduction to Biological Laboratory Practices	1.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Doonan
03343	Experimental Techniques in Molecular Biology	12.0	W	R	01:30PM	02:20PM	CMB 1031	Doha, Qatar	Vincent
 	 	 	 	UT	03:00PM	05:50PM	CMB 2196	Doha, Qatar
 	 	 	Lec	W	02:00PM	02:50PM	MI 348	Pittsburgh, Pennsylvania	Doonan, Drill
 	 	 	A	MF	12:30PM	04:20PM	MI 333	Pittsburgh, Pennsylvania	Doonan
 	 	 	B	TR	12:30PM	04:20PM	MI 333	Pittsburgh, Pennsylvania	Doonan
 	 	 	C	MF	12:30PM	04:20PM	MI 357	Pittsburgh, Pennsylvania	Drill
 	 	 	D	TR	12:30PM	04:20PM	MI 357	Pittsburgh, Pennsylvania	Drill
03362	Cellular Neuroscience	9.0	A	TR	09:00AM	10:20AM	DH 2302	Pittsburgh, Pennsylvania	Urban
03364	Developmental Neuroscience	9.0	A	TR	02:30PM	03:50PM	OFF CAMP	Pittsburgh, Pennsylvania	Instructor TBA
03390	Molecular and Cellular Immunology	9.0	W	MW	10:30AM	11:50AM	CMB 1190	Doha, Qatar	Rule
03401	Undergraduate Colloquium for Seniors	1-3	A	R	09:30AM	10:20AM	DH A302	Pittsburgh, Pennsylvania	Braun
03409	Special Topics: Developmental Biology	6.0	W2	TBA			TBA	Doha, Qatar	Instructor TBA
03411	Topics in Research	1-2	A	W	12:00PM	12:50PM	MI 348	Pittsburgh, Pennsylvania	Kauffman
03439	Introduction to Biophysics	9.0	A	TR	03:00PM	04:20PM	WEH 5304	Pittsburgh, Pennsylvania	Loesche
03442	Molecular Biology	9.0	A	MWF	09:30AM	10:20AM	WEH 5415	Pittsburgh, Pennsylvania	Woolford
03445	Undergraduate Research	1-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Braun
 	 	 	W	TBA			TBA	Doha, Qatar	Hovis, Finkel, Ilyin
03511	Computational Molecular Biology and Genomics	9.0	A	TR	10:30AM	11:50AM	DH 1217	Pittsburgh, Pennsylvania	Durand
03512	Computational Methods for Biological Modeling and Simulation	9.0	A	TR	03:00PM	04:20PM	WEH 5310	Pittsburgh, Pennsylvania	Schwartz
03601	Computational Biology Internship	3-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Thickman
03700	MS Thesis Research	6-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Subramanian
03709	Applied Cell and Molecular Biology	12.0	A	TR	01:30PM	02:50PM	DH 2122	Pittsburgh, Pennsylvania	Subramanian
03711	Computational Molecular Biology and Genomics	12.0	A	TR	10:30AM	11:50AM	DH 1217	Pittsburgh, Pennsylvania	Durand
03712	Computational Methods for Biological Modeling and Simulation	12.0	A	TR	03:00PM	04:20PM	WEH 5310	Pittsburgh, Pennsylvania	Schwartz
03726	Evolution of Regulatory Genomics	6.0	A1	TR	03:00PM	04:20PM	DH 1117	Pittsburgh, Pennsylvania	Hinman
03742	Molecular Biology	12.0	Lec	MWF	09:30AM	10:20AM	WEH 5415	Pittsburgh, Pennsylvania	Woolford
 	 	 	A	M	04:30PM	05:50PM	MI 348	Pittsburgh, Pennsylvania	Woolford
03745	Core Course in Biochemistry	6.0	A1	MF	12:30PM	01:50PM	MI 355	Pittsburgh, Pennsylvania	Hackney, Bruchez
 	 	 	 	W	02:00PM	02:50PM	MI 355	Pittsburgh, Pennsylvania	 
03746	Core Course in Cell Biology	6.0	A2	TRF	01:30PM	02:50PM	MI 355	Pittsburgh, Pennsylvania	Ettensohn, Linstedt, Lee
03750	Graduate Seminar	1.0	A	W	12:00PM	12:50PM	MI 348	Pittsburgh, Pennsylvania	Woolford, Hiller
03755	Graduate Research Seminar	3.0	A	W	03:30PM	04:20PM	MI 348	Pittsburgh, Pennsylvania	Woolford, Hiller
03762	Advanced Cellular Neuroscience	12.0	A	TR	09:00AM	10:20AM	DH 2302	Pittsburgh, Pennsylvania	Gittis
 	 	 	 	F	09:00AM	10:20AM	TBD TBD	Pittsburgh, Pennsylvania
03871	Structural Biophysics	12.0	A	MWF	11:00AM	12:20PM	OFF CAMP	Pittsburgh, Pennsylvania	Instructor TBA
03900	Doctoral Thesis Research	5-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Urban
Biomedical Engineering	 	 	 	 	 	 	 	 	 	 
42050	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42101	Introduction to Biomedical Engineering	12.0	A	MF	02:30PM	03:20PM	BH A51	Pittsburgh, Pennsylvania	Washburn
 	 	 	 	W	02:30PM	04:20PM	BH A51	Pittsburgh, Pennsylvania
42200	Sophomore BME Research Project	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42201	Professional Issues in Biomedical Engineering	3.0	A	W	12:30PM	01:20PM	PH A18B	Pittsburgh, Pennsylvania	Wang
42202	Physiology	9.0	A	MWF	11:30AM	12:20PM	BH A51	Pittsburgh, Pennsylvania	Campbell
42203	Biomedical Engineering Laboratory	9.0	A	MW	01:30PM	02:50PM	EDS 125	Pittsburgh, Pennsylvania	Zapanta
 	 	 	B	TR	01:30PM	02:50PM	EDS 125	Pittsburgh, Pennsylvania	Zapanta
42300	Junior BME Research Project	3-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42341	Introduction to Biomechanics	9.0	A	TR	12:00PM	01:20PM	WEH 5415	Pittsburgh, Pennsylvania	Cook
42400	Senior BME Research Project	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42401	Foundation of BME Design	3.0	A	T	03:00PM	04:20PM	HH B131	Pittsburgh, Pennsylvania	Zapanta
42411	Engineering Biomaterials	9.0	A	MW	11:30AM	01:20PM	PH A18A	Pittsburgh, Pennsylvania	Bettinger
42431	Introduction to Biomedical Imaging and Image Analysis	12.0	A	TR	01:30PM	02:50PM	PH 225B	Pittsburgh, Pennsylvania	Rohde
42444	Medical Devices	9.0	A	MW	01:30PM	02:50PM	WEH 4709	Pittsburgh, Pennsylvania	Trumble
42447	Rehabilitation Engineering	9.0	Lec	T	06:30PM	07:20PM	GHC 5222	Pittsburgh, Pennsylvania	Van Roosmalen
 	 	 	A	R	06:30PM	08:20PM	GHC 5222	Pittsburgh, Pennsylvania	Van Roosmalen
42611	Engineering Biomaterials	12.0	A	MW	11:30AM	01:20PM	PH A18A	Pittsburgh, Pennsylvania	Bettinger
42620	Engineering Molecular Cell Biology	12.0	A	TR	01:30PM	02:50PM	DH 2105	Pittsburgh, Pennsylvania	Yang
42623	Cellular and Molecular Biotechnology	12.0	A	MWF	03:00PM	04:20PM	EDS 125	Pittsburgh, Pennsylvania	Przybycien
42631	Neural Data Analysis	9.0	A	TR	01:30PM	02:50PM	MI 130	Pittsburgh, Pennsylvania	Chase
42641	Bio Inspired Robotics	12.0	A	MW	03:30PM	05:20PM	DH 2302	Pittsburgh, Pennsylvania	Sitti
42642	Biological Fluid Mechanics	12.0	A	TR	10:30AM	11:50AM	SH 222	Pittsburgh, Pennsylvania	Pekkan
42698	Special Topics	9.0	C	TR	09:00AM	10:20AM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	Special Topics:	 	 	 	 	 	 	 
 	Engineering in Medicine	 	D	TR	06:30PM	07:50PM	WEH 5328	Pittsburgh, Pennsylvania	Rosenbloom
 	Special Topics:	 	 	 	 	 	 	 
 	Basic Statistics for Biomedical Research	 	E	W	06:00PM	08:50PM	WEH 6423	Pittsburgh, Pennsylvania	Quigley
42699	Special Topics:	12.0	 	 	 	 	 	 
 	INVENTIVE PROBLEM SOLVING IN BIOMEDICAL ENGINEERING	 	L	R	05:30PM	08:20PM	GHC 4307	Pittsburgh, Pennsylvania	Antaki
42701	Biomedical Engineering Seminar	0.0	A	T	04:30PM	05:50PM	MM 103	Pittsburgh, Pennsylvania	Wang, Feinberg
42744	Medical Devices	12.0	A	MW	01:30PM	02:50PM	WEH 4709	Pittsburgh, Pennsylvania	Trumble
42790	Practicum in Biomedical Engineering	12.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Trumble, Wang
42792	Extramural Practicum	3-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42798	Current Readings in Biomedical Engineering	1-2	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42799	Directed Study	3-9	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42890	M.S. Research	9-48 4	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42899	M.S. Research Final Report:	0.0	 	 	 	 	 	 
 	MS Thesis Final Presentation	 	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42990	Ph.D. Thesis Research	3-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Wang
42996	Teaching Assistantship	2.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
42997	Ph.D. Qualifying Examination:	0.0	 	 	 	 	 	 
 	PhD Qualifying Examination	 	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
42998	Ph.D. Proposal:	0.0	 	 	 	 	 	 
 	Biomedical Engineering PhD Prospectus	 	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
42999	Ph.D Thesis Defense	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
Business Administration	 	 	 	 	 	 	 	 	 	 
70050	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
70100	Global Business	9.0	A	TR	03:00PM	04:20PM	POS MN AUD	Pittsburgh, Pennsylvania	Cofield
 	 	 	W	MW	10:30AM	11:50AM	CMB 1213	Doha, Qatar	Hunter
70101	Introduction to Business Management	9.0	A	M	06:30PM	09:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TR	10:30AM	11:50AM	PH A18C	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	MW	10:30AM	11:50AM	TBA	Doha, Qatar	Vargo
70122	Introduction to Accounting	9.0	Lec 1	MW	08:30AM	09:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Bird
 	 	 	A	F	08:30AM	09:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	08:30AM	09:20AM	SH 214	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	F	08:30AM	09:20AM	PH 126A	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 2	MW	09:30AM	10:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Bird
 	 	 	D	F	09:30AM	10:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	F	09:30AM	10:20AM	SH 214	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	F	09:30AM	10:20AM	DH 1209	Pittsburgh, Pennsylvania	Instructor TBA
70160	Graphic Media Management	9.0	A	TR	12:00PM	01:20PM	BH A53	Pittsburgh, Pennsylvania	Stanton
70201	Professional and Service Projects	9.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Cofield
70207	Probability and Statistics for Business Applications	9.0	A	MWF	10:30AM	11:20AM	DH 1112	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	R	09:30AM	10:20AM	CMB 2035	Doha, Qatar	Instructor TBA
 	 	 	 	UT	09:30AM	10:20AM	CMB 2052	Doha, Qatar
 	 	 	X	R	10:30AM	11:20AM	CMB 2035	Doha, Qatar	Instructor TBA
 	 	 	 	UT	10:30AM	11:20AM	CMB 2052	Doha, Qatar
70311	Organizational Behavior	9.0	A	TR	09:00AM	10:20AM	IA SIM AU	Pittsburgh, Pennsylvania	Hahl
 	 	 	B	TR	01:30PM	02:50PM	IA SIM AU	Pittsburgh, Pennsylvania	Hahl
 	 	 	W	MW	10:30AM	11:50AM	CMB 2152	Doha, Qatar	Collier
 	 	 	X	MW	01:30PM	02:50PM	CMB 1213	Doha, Qatar	Collier
70321	Negotiation and Conflict Resolution	9.0	A	TR	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Hyder
70332	Business, Society and Ethics	9.0	A	TR	03:00PM	04:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Tungate
 	 	 	B	TR	06:30PM	07:50PM	IA SIM AU	Pittsburgh, Pennsylvania	Tungate
70340	Business Communications	9.0	A	MWF	01:30PM	02:20PM	PH 226B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	MWF	02:30PM	03:20PM	PH A22	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	MWF	03:30PM	04:20PM	DH 2105	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	UTR	09:30AM	10:20AM	TBA	Doha, Qatar	McGinnis
 	 	 	X	UTR	10:30AM	11:20AM	TBA	Doha, Qatar	McGinnis
70341	Organizational Communication	9.0	A	TR	09:00AM	10:20AM	PH 125B	Pittsburgh, Pennsylvania	Kraut
70345	Business Presentations	9.0	A	TR	10:30AM	11:50AM	SH 208	Pittsburgh, Pennsylvania	Deems
 	 	 	B	TR	12:00PM	01:20PM	SH 208	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TR	01:30PM	02:50PM	SH 208	Pittsburgh, Pennsylvania	Placone
70348	Cross-Cultural Business Communications	9.0	W	UT	04:30PM	05:50PM	TBA	Doha, Qatar	McGinnis
70350	Business Acting	9.0	A	MWF	12:30PM	01:20PM	CFA 102	Pittsburgh, Pennsylvania	Hitch
70364	Business Law	9.0	A	M	06:30PM	09:20PM	BH 136A	Pittsburgh, Pennsylvania	Tungate
70365	International Trade and International Law	9.0	A	W	06:30PM	09:20PM	PH 125B	Pittsburgh, Pennsylvania	Instructor TBA
70371	Operations Management	9.0	A	TR	10:30AM	11:50AM	IA SIM AU	Pittsburgh, Pennsylvania	Akan
 	 	 	W	MW	01:30PM	02:50PM	TBA	Doha, Qatar	Kekre
70376	Energy Systems	9.0	A	TR	01:30PM	02:50PM	SH 219	Pittsburgh, Pennsylvania	Apt
70381	Marketing I	9.0	A	MW	12:00PM	01:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	MW	03:00PM	04:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	MW	09:00AM	10:20AM	TBA	Doha, Qatar	Stuettgen
 	 	 	X	MW	10:30AM	11:50AM	TBA	Doha, Qatar	Stuettgen
70391	Finance	9.0	A	MW	01:30PM	02:50PM	IA SIM AU	Pittsburgh, Pennsylvania	Telmer
 	 	 	W	MW	09:00AM	10:20AM	CMB 1199	Doha, Qatar	Farooqi
 	 	 	X	MW	10:30AM	11:50AM	CMB 1064	Doha, Qatar	Farooqi
70395	Funding Entrepreneurial Ventures	9.0	A	W	06:30PM	09:20PM	SH 222	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	MW	03:00PM	04:20PM	TBA	Doha, Qatar	Emerson
70401	Management Game	12.0	A	TR	12:00PM	01:20PM	IA SIM AU	Pittsburgh, Pennsylvania	Instructor TBA
70414	Entrepreneurship for Engineers	9.0	A	M	06:30PM	09:20PM	SH 125	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	M	06:30PM	09:20PM	SH 208	Pittsburgh, Pennsylvania
70415	Introduction to Entrepreneurship	9.0	A	TR	01:30PM	02:50PM	HH B131	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	UT	03:00PM	04:20PM	TBA	Doha, Qatar	White
70420	Entrepreneurship for Scientists	9.0	A	M	06:30PM	09:20PM	SH 125	Pittsburgh, Pennsylvania	Mawhinney
 	 	 	 	M	06:30PM	09:20PM	SH 220	Pittsburgh, Pennsylvania
70421	Entrepreneurship for Computer Scientists	9.0	A	TR	03:00PM	04:20PM	WEH 5421	Pittsburgh, Pennsylvania	Instructor TBA
70422	Managerial Accounting	9.0	A	MW	03:00PM	04:20PM	PH 226B	Pittsburgh, Pennsylvania	Instructor TBA
70424	Corporate Financial Reporting	9.0	A	MW	10:30AM	11:50AM	GHC 5222	Pittsburgh, Pennsylvania	Liang
 	 	 	W	UT	03:00PM	04:20PM	TBA	Doha, Qatar	O'Brien
70428	Financial Statement Analysis	9.0	A	TR	09:00AM	10:20AM	PH A18C	Pittsburgh, Pennsylvania	Li
70430	International Management	9.0	W	UT	01:30PM	02:50PM	TBA	Doha, Qatar	Hunter
70437	Organizational Learning and Strategic Management	9.0	A	TR	10:30AM	11:50AM	PH 226A	Pittsburgh, Pennsylvania	Argote
70440	Corporate Strategy	9.0	W	MW	04:30PM	05:50PM	TBA	Doha, Qatar	Hunter
70442	Principles of Game Theory for Business	6.0	W1	UTR	10:30AM	11:50AM	CMB 2052	Doha, Qatar	Gasper
70449	Social, Economic and Information Networks	9.0	A	MW	12:00PM	01:20PM	DH 1209	Pittsburgh, Pennsylvania	Anderson
70451	Management Information Systems	9.0	A	MW	10:30AM	11:50AM	IA SIM AU	Pittsburgh, Pennsylvania	Monroe
70453	Business Technology for Consulting	9.0	A	MW	03:00PM	04:20PM	DH 1211	Pittsburgh, Pennsylvania	Monroe
70460	Mathematical Models for Consulting	9.0	A	TR	09:00AM	10:20AM	PH 225B	Pittsburgh, Pennsylvania	Instructor TBA
70471	Supply Chain Management	9.0	A	MW	01:30PM	02:50PM	PH 226C	Pittsburgh, Pennsylvania	Instructor TBA
70474	Quality Management and Productivity	9.0	A	MW	03:00PM	04:20PM	DH 1117	Pittsburgh, Pennsylvania	Akan
70481	Marketing Research	9.0	A	TR	12:00PM	01:20PM	CFA 102	Pittsburgh, Pennsylvania	Instructor TBA
70483	Advertising and Marketing Communications	9.0	A	MW	09:00AM	10:20AM	DH 1211	Pittsburgh, Pennsylvania	Murphy
70485	Product and Brand Management	9.0	A	TR	10:30AM	11:50AM	TBD TBD	Pittsburgh, Pennsylvania	Lankford
70492	Investment Analysis	9.0	A	TR	01:30PM	02:50PM	PH 125C	Pittsburgh, Pennsylvania	Ghosh
70497	Derivative Securities	9.0	A	TR	10:30AM	11:50AM	PH A20	Pittsburgh, Pennsylvania	Kuehn
70499	Internship	1-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	M	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
70500	Honors Thesis I	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	McGinnis
70502	Independent Study in Management	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Farooqi
70503	Independent Study in Marketing	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Stuettgen
70504	Independent Study in Organizational Behavior	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			TBA	Doha, Qatar	Kekre, Collier
70505	Independent Study in Finance	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Sileo
70506	Independent Study Management Information Systems	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Kekre
70507	Independent Study in Business Communications	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Kekre
70508	Independent Study in International Management	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Kekre
70509	Independent Study in Entrepreneurship	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Kekre, White
70641	Color Reproduction and Management	9.0	A	T	03:00PM	04:20PM	PH 226C	Pittsburgh, Pennsylvania	Stanton
 	 	 	 	R	03:00PM	04:20PM	WEH 5201	Pittsburgh, Pennsylvania
70643	Publishing on the World Wide Web	9.0	A	T	01:30PM	02:50PM	WEH 5202	Pittsburgh, Pennsylvania	Stanton
 	 	 	 	R	01:30PM	02:50PM	WEH 5302	Pittsburgh, Pennsylvania
70650	Independent Study: Graphic Communications Management	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
CFA Interdisciplinary	 	 	 	 	 	 	 	 	 	 
62010	Pittsburgh Filmakers	9.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
62050	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
62102	Modern Dance Workshop	6.0	A	S	03:00PM	05:20PM	PCA 306	Pittsburgh, Pennsylvania	Ward
62110	Passport to the Arts	9.0	A	F	11:30AM	12:20PM	TBD TBD	Pittsburgh, Pennsylvania	Kovak
62141	Black and White Photography I	10.0	A	MW	01:30PM	04:20PM	MM B10	Pittsburgh, Pennsylvania	Gruzska
 	 	 	B	MW	06:30PM	09:20PM	MM B10	Pittsburgh, Pennsylvania	Spradlin
 	 	 	C	TR	01:30PM	04:20PM	MM B10	Pittsburgh, Pennsylvania	Maurides
62142	Digital Photography I	10.0	A	TR	01:30PM	04:20PM	MM B2	Pittsburgh, Pennsylvania	Vitone
62150	Introduction to Media Synthesis and Analysis	10.0	A	TR	09:00AM	10:20AM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	09:00AM	10:50AM	TBA	Pittsburgh, Pennsylvania
62175	Descriptive Geometry	6.0	Lec	TR	10:30AM	11:50AM	BH A53	Pittsburgh, Pennsylvania	Krishnamurti
 	 	 	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
62232	Art & The Brain	10.0	A	TR	09:00AM	10:50AM	CFA 303	Pittsburgh, Pennsylvania	Maurides
62233	Portraiture: The Space Between	10.0	A	MW	08:30AM	11:20AM	MM B14	Pittsburgh, Pennsylvania	Instructor TBA
62241	Black and White Photography II	10.0	A	TR	08:30AM	11:20AM	MM B10	Pittsburgh, Pennsylvania	Prekop
62247	Introduction to Hot Glass I	3.0	A	T	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	T	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	W	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	R	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	S	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	U	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62250	Beginner Beadmaking	3.0	A	S	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62254	Bends, Seals and Sculpting	3.0	A	W	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62255	Imagery in Glass	3.0	A	S	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62256	Introduction to Coldworking	3.0	A	W	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62257	Networking	3.0	A	W	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62258	Raising Cane	3.0	A	S	03:30PM	06:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62261	Cold Cuts and Lamination	3.0	A	R	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62326	Photographic Narrative	9.0	A	MW	08:30AM	09:50AM	MM 121	Pittsburgh, Pennsylvania	Brodsky
62344	Mosaic Exploration	3.0	A	W	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62347	Hot Glass II	3.0	A	T	12:30PM	03:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	W	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	W	06:30PM	09:20PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	S	12:30PM	03:30PM	TBA	Pittsburgh, Pennsylvania	Instructor TBA
62348	Interdisciplinary Independent Study	3,6,9,12	A	TBA			TBA	Pittsburgh, Pennsylvania	Sciannameo
62361	Trajectories in Photography: From its Prehistory to 1945	9.0	A	R	06:30PM	09:20PM	PH 226B	Pittsburgh, Pennsylvania	Hsu
62375	Large Format Photography: The Antiquarian Avant-Garde	10.0	A	F	08:30AM	11:20AM	MM B10	Pittsburgh, Pennsylvania	Griffin
